# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-10-31 07:34:21 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 10126000 BEAR RIVER NEAR CORINNE, UT
# -----------------------------------------------------------------------------------
#
# Data provided for site 10126000
#            TS   parameter     statistic     Description
#        143472       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	143472_00060_00003	143472_00060_00003_cd
USGS	10126000	2015-01-16	1040	A
USGS	10126000	2015-01-17	1060	A
USGS	10126000	2015-01-18	999	A
USGS	10126000	2015-01-19	918	A
USGS	10126000	2015-01-20	906	A
USGS	10126000	2015-01-21	915	A
USGS	10126000	2015-01-22	919	A
USGS	10126000	2015-01-23	942	A
USGS	10126000	2015-01-24	895	A
USGS	10126000	2015-01-25	636	A
USGS	10126000	2015-01-26	471	A
USGS	10126000	2015-01-27	829	A
USGS	10126000	2015-01-28	930	A
USGS	10126000	2015-01-29	941	A
USGS	10126000	2015-01-30	936	A
USGS	10126000	2015-01-31	923	A
USGS	10126000	2015-02-01	737	A
USGS	10126000	2015-02-02	843	A
USGS	10126000	2015-02-03	909	A
USGS	10126000	2015-02-04	745	A
USGS	10126000	2015-02-05	872	A
USGS	10126000	2015-02-06	1160	A
USGS	10126000	2015-02-07	1200	A
USGS	10126000	2015-02-08	1190	A
USGS	10126000	2015-02-09	1090	A
USGS	10126000	2015-02-10	1140	A
USGS	10126000	2015-02-11	1190	A
USGS	10126000	2015-02-12	1220	A
USGS	10126000	2015-02-13	1240	A
USGS	10126000	2015-02-14	1240	A
USGS	10126000	2015-02-15	1160	A
USGS	10126000	2015-02-16	1070	A
USGS	10126000	2015-02-17	1010	A
USGS	10126000	2015-02-18	1010	A
USGS	10126000	2015-02-19	989	A
USGS	10126000	2015-02-20	856	A
USGS	10126000	2015-02-21	831	A
USGS	10126000	2015-02-22	952	A
USGS	10126000	2015-02-23	1090	A
USGS	10126000	2015-02-24	1100	A
USGS	10126000	2015-02-25	676	A
USGS	10126000	2015-02-26	667	A
USGS	10126000	2015-02-27	805	A
USGS	10126000	2015-02-28	803	A
USGS	10126000	2015-03-01	718	A
USGS	10126000	2015-03-02	743	A
USGS	10126000	2015-03-03	730	A
USGS	10126000	2015-03-04	823	A
USGS	10126000	2015-03-05	825	A
USGS	10126000	2015-03-06	705	A
USGS	10126000	2015-03-07	1010	A
USGS	10126000	2015-03-08	770	A
USGS	10126000	2015-03-09	868	A
USGS	10126000	2015-03-10	832	A
USGS	10126000	2015-03-11	909	A
USGS	10126000	2015-03-12	1110	A
USGS	10126000	2015-03-13	877	A
USGS	10126000	2015-03-14	650	A
USGS	10126000	2015-03-15	544	A
USGS	10126000	2015-03-16	789	A
USGS	10126000	2015-03-17	928	A
USGS	10126000	2015-03-18	879	A
USGS	10126000	2015-03-19	877	A
USGS	10126000	2015-03-20	1040	A
USGS	10126000	2015-03-21	1150	A
USGS	10126000	2015-03-22	1100	A
USGS	10126000	2015-03-23	1010	A
USGS	10126000	2015-03-24	826	A
USGS	10126000	2015-03-25	941	A
USGS	10126000	2015-03-26	1230	A
USGS	10126000	2015-03-27	1200	A
USGS	10126000	2015-03-28	999	A
USGS	10126000	2015-03-29	909	A
USGS	10126000	2015-03-30	891	A
USGS	10126000	2015-03-31	923	A
USGS	10126000	2015-04-01	909	A
USGS	10126000	2015-04-02	634	A
USGS	10126000	2015-04-03	1070	A
USGS	10126000	2015-04-04	1110	A
USGS	10126000	2015-04-05	757	A
USGS	10126000	2015-04-06	798	A
USGS	10126000	2015-04-07	957	A
USGS	10126000	2015-04-08	1040	A
USGS	10126000	2015-04-09	1080	A
USGS	10126000	2015-04-10	836	A
USGS	10126000	2015-04-11	724	A
USGS	10126000	2015-04-12	736	A
USGS	10126000	2015-04-13	922	A
USGS	10126000	2015-04-14	1290	A
USGS	10126000	2015-04-15	990	A
USGS	10126000	2015-04-16	847	A
USGS	10126000	2015-04-17	897	A
USGS	10126000	2015-04-18	1040	A
USGS	10126000	2015-04-19	1040	A
USGS	10126000	2015-04-20	983	A
USGS	10126000	2015-04-21	983	A
USGS	10126000	2015-04-22	976	A
USGS	10126000	2015-04-23	820	A
USGS	10126000	2015-04-24	701	A
USGS	10126000	2015-04-25	844	A
USGS	10126000	2015-04-26	1010	A
USGS	10126000	2015-04-27	1160	A
USGS	10126000	2015-04-28	1380	A
USGS	10126000	2015-04-29	1280	A
USGS	10126000	2015-04-30	984	A
USGS	10126000	2015-05-01	605	A
USGS	10126000	2015-05-02	261	A
USGS	10126000	2015-05-03	118	A
USGS	10126000	2015-05-04	69.8	A
USGS	10126000	2015-05-05	66.3	A
USGS	10126000	2015-05-06	66.0	A
USGS	10126000	2015-05-07	80.7	A
USGS	10126000	2015-05-08	278	A
USGS	10126000	2015-05-09	987	A
USGS	10126000	2015-05-10	1370	A
USGS	10126000	2015-05-11	1110	A
USGS	10126000	2015-05-12	964	A
USGS	10126000	2015-05-13	723	A
USGS	10126000	2015-05-14	837	A
USGS	10126000	2015-05-15	549	A
USGS	10126000	2015-05-16	448	A
USGS	10126000	2015-05-17	963	A
USGS	10126000	2015-05-18	1260	A
USGS	10126000	2015-05-19	1410	A
USGS	10126000	2015-05-20	1800	A
USGS	10126000	2015-05-21	1970	A
USGS	10126000	2015-05-22	1950	A
USGS	10126000	2015-05-23	1880	A
USGS	10126000	2015-05-24	2300	A
USGS	10126000	2015-05-25	2330	A
USGS	10126000	2015-05-26	2460	A
USGS	10126000	2015-05-27	2450	A
USGS	10126000	2015-05-28	2430	A
USGS	10126000	2015-05-29	2640	A
USGS	10126000	2015-05-30	2710	A
USGS	10126000	2015-05-31	2600	A
USGS	10126000	2015-06-01	2600	A
USGS	10126000	2015-06-02	2480	A
USGS	10126000	2015-06-03	2370	A
USGS	10126000	2015-06-04	2340	A
USGS	10126000	2015-06-05	2230	A
USGS	10126000	2015-06-06	1980	A
USGS	10126000	2015-06-07	1740	A
USGS	10126000	2015-06-08	1670	A
USGS	10126000	2015-06-09	1360	A
USGS	10126000	2015-06-10	1290	A
USGS	10126000	2015-06-11	1360	A
USGS	10126000	2015-06-12	1420	A
USGS	10126000	2015-06-13	1090	A
USGS	10126000	2015-06-14	690	A
USGS	10126000	2015-06-15	575	A
USGS	10126000	2015-06-16	432	A
USGS	10126000	2015-06-17	264	A
USGS	10126000	2015-06-18	186	A
USGS	10126000	2015-06-19	156	A
USGS	10126000	2015-06-20	137	A
USGS	10126000	2015-06-21	130	A
USGS	10126000	2015-06-22	127	A
USGS	10126000	2015-06-23	120	A
USGS	10126000	2015-06-24	120	A
USGS	10126000	2015-06-25	119	A
USGS	10126000	2015-06-26	123	A
USGS	10126000	2015-06-27	124	A
USGS	10126000	2015-06-28	125	A
USGS	10126000	2015-06-29	125	A
USGS	10126000	2015-06-30	121	A
USGS	10126000	2015-07-01	130	A
USGS	10126000	2015-07-02	132	A
USGS	10126000	2015-07-03	138	A
USGS	10126000	2015-07-04	136	A
USGS	10126000	2015-07-05	139	A
USGS	10126000	2015-07-06	149	A
USGS	10126000	2015-07-07	162	A
USGS	10126000	2015-07-08	163	A
USGS	10126000	2015-07-09	164	A
USGS	10126000	2015-07-10	159	A
USGS	10126000	2015-07-11	522	A
USGS	10126000	2015-07-12	683	A
USGS	10126000	2015-07-13	709	A
USGS	10126000	2015-07-14	546	A
USGS	10126000	2015-07-15	309	A
USGS	10126000	2015-07-16	165	A
USGS	10126000	2015-07-17	114	A
USGS	10126000	2015-07-18	104	A
USGS	10126000	2015-07-19	102	A
USGS	10126000	2015-07-20	91.3	A
USGS	10126000	2015-07-21	236	A
USGS	10126000	2015-07-22	566	A
USGS	10126000	2015-07-23	408	A
USGS	10126000	2015-07-24	234	A
USGS	10126000	2015-07-25	153	A
USGS	10126000	2015-07-26	124	A
USGS	10126000	2015-07-27	112	A
USGS	10126000	2015-07-28	102	A
USGS	10126000	2015-07-29	92.8	A
USGS	10126000	2015-07-30	89.5	A
USGS	10126000	2015-07-31	80.1	A
USGS	10126000	2015-08-01	81.0	A
USGS	10126000	2015-08-02	81.2	A
USGS	10126000	2015-08-03	88.8	A
USGS	10126000	2015-08-04	104	A
USGS	10126000	2015-08-05	105	A
USGS	10126000	2015-08-06	99.8	A
USGS	10126000	2015-08-07	108	A
USGS	10126000	2015-08-08	132	A
USGS	10126000	2015-08-09	154	A
USGS	10126000	2015-08-10	184	A
USGS	10126000	2015-08-11	181	A
USGS	10126000	2015-08-12	180	A
USGS	10126000	2015-08-13	292	A
USGS	10126000	2015-08-14	274	A
USGS	10126000	2015-08-15	208	A
USGS	10126000	2015-08-16	194	A
USGS	10126000	2015-08-17	156	A
USGS	10126000	2015-08-18	125	A
USGS	10126000	2015-08-19	117	A
USGS	10126000	2015-08-20	108	A
USGS	10126000	2015-08-21	101	A
USGS	10126000	2015-08-22	84.0	A
USGS	10126000	2015-08-23	81.9	A
USGS	10126000	2015-08-24	86.9	A
USGS	10126000	2015-08-25	86.9	A
USGS	10126000	2015-08-26	98.8	A
USGS	10126000	2015-08-27	117	A
USGS	10126000	2015-08-28	130	A
USGS	10126000	2015-08-29	148	A
USGS	10126000	2015-08-30	169	A
USGS	10126000	2015-08-31	187	A
USGS	10126000	2015-09-01	217	A
USGS	10126000	2015-09-02	221	A
USGS	10126000	2015-09-03	215	A
USGS	10126000	2015-09-04	211	A
USGS	10126000	2015-09-05	205	A
USGS	10126000	2015-09-06	198	A
USGS	10126000	2015-09-07	212	A
USGS	10126000	2015-09-08	210	A
USGS	10126000	2015-09-09	219	A
USGS	10126000	2015-09-10	226	A
USGS	10126000	2015-09-11	225	A
USGS	10126000	2015-09-12	232	A
USGS	10126000	2015-09-13	246	A
USGS	10126000	2015-09-14	260	A
USGS	10126000	2015-09-15	277	A
USGS	10126000	2015-09-16	311	A
USGS	10126000	2015-09-17	549	A
USGS	10126000	2015-09-18	1100	A
USGS	10126000	2015-09-19	1040	A
USGS	10126000	2015-09-20	854	A
USGS	10126000	2015-09-21	513	A
USGS	10126000	2015-09-22	515	A
USGS	10126000	2015-09-23	699	A
USGS	10126000	2015-09-24	452	A
USGS	10126000	2015-09-25	442	A
USGS	10126000	2015-09-26	448	A
USGS	10126000	2015-09-27	401	A
USGS	10126000	2015-09-28	384	A
USGS	10126000	2015-09-29	347	A
USGS	10126000	2015-09-30	257	A
USGS	10126000	2015-10-01	226	A
USGS	10126000	2015-10-02	269	A
USGS	10126000	2015-10-03	338	A
USGS	10126000	2015-10-04	308	A
USGS	10126000	2015-10-05	458	A
USGS	10126000	2015-10-06	551	A
USGS	10126000	2015-10-07	540	A
USGS	10126000	2015-10-08	517	A
USGS	10126000	2015-10-09	465	A
USGS	10126000	2015-10-10	413	A
USGS	10126000	2015-10-11	423	A
USGS	10126000	2015-10-12	348	A
USGS	10126000	2015-10-13	323	A
USGS	10126000	2015-10-14	368	A
USGS	10126000	2015-10-15	388	A
USGS	10126000	2015-10-16	396	A
USGS	10126000	2015-10-17	392	A
USGS	10126000	2015-10-18	408	A
USGS	10126000	2015-10-19	427	A
USGS	10126000	2015-10-20	448	A
USGS	10126000	2015-10-21	471	A
USGS	10126000	2015-10-22	495	A
USGS	10126000	2015-10-23	519	A
USGS	10126000	2015-10-24	503	A
USGS	10126000	2015-10-25	481	A
USGS	10126000	2015-10-26	475	A
USGS	10126000	2015-10-27	472	A
USGS	10126000	2015-10-28	466	A
USGS	10126000	2015-10-29	453	A
USGS	10126000	2015-10-30	450	A
USGS	10126000	2015-10-31	438	A
USGS	10126000	2015-11-01	773	A
USGS	10126000	2015-11-02	987	A
USGS	10126000	2015-11-03	777	A
USGS	10126000	2015-11-04	701	A
USGS	10126000	2015-11-05	714	A
USGS	10126000	2015-11-06	734	A
USGS	10126000	2015-11-07	689	A
USGS	10126000	2015-11-08	734	A
USGS	10126000	2015-11-09	769	A
USGS	10126000	2015-11-10	767	A
USGS	10126000	2015-11-11	761	A
USGS	10126000	2015-11-12	763	A
USGS	10126000	2015-11-13	761	A
USGS	10126000	2015-11-14	762	A
USGS	10126000	2015-11-15	783	A
USGS	10126000	2015-11-16	780	A
USGS	10126000	2015-11-17	674	A
USGS	10126000	2015-11-18	581	A
USGS	10126000	2015-11-19	574	A
USGS	10126000	2015-11-20	641	A
USGS	10126000	2015-11-21	819	A
USGS	10126000	2015-11-22	924	A
USGS	10126000	2015-11-23	931	A
USGS	10126000	2015-11-24	876	A
USGS	10126000	2015-11-25	565	A:e
USGS	10126000	2015-11-26	500	A:e
USGS	10126000	2015-11-27	430	A:e
USGS	10126000	2015-11-28	410	A:e
USGS	10126000	2015-11-29	420	A:e
USGS	10126000	2015-11-30	450	A:e
USGS	10126000	2015-12-01	490	A:e
USGS	10126000	2015-12-02	520	A:e
USGS	10126000	2015-12-03	525	A:e
USGS	10126000	2015-12-04	530	A:e
USGS	10126000	2015-12-05	535	A:e
USGS	10126000	2015-12-06	550	A:e
USGS	10126000	2015-12-07	620	A:e
USGS	10126000	2015-12-08	630	A:e
USGS	10126000	2015-12-09	650	A:e
USGS	10126000	2015-12-10	620	A:e
USGS	10126000	2015-12-11	615	A:e
USGS	10126000	2015-12-12	650	A:e
USGS	10126000	2015-12-13	780	A:e
USGS	10126000	2015-12-14	790	A:e
USGS	10126000	2015-12-15	680	A:e
USGS	10126000	2015-12-16	650	A:e
USGS	10126000	2015-12-17	610	A:e
USGS	10126000	2015-12-18	530	A:e
USGS	10126000	2015-12-19	535	A:e
USGS	10126000	2015-12-20	535	A:e
USGS	10126000	2015-12-21	540	A:e
USGS	10126000	2015-12-22	790	A:e
USGS	10126000	2015-12-23	900	A:e
USGS	10126000	2015-12-24	905	A:e
USGS	10126000	2015-12-25	790	A:e
USGS	10126000	2015-12-26	770	A:e
USGS	10126000	2015-12-27	640	A:e
USGS	10126000	2015-12-28	660	A:e
USGS	10126000	2015-12-29	480	A:e
USGS	10126000	2015-12-30	330	A:e
USGS	10126000	2015-12-31	570	A:e
USGS	10126000	2016-01-01	800	A:e
USGS	10126000	2016-01-02	780	A:e
USGS	10126000	2016-01-03	740	A:e
USGS	10126000	2016-01-04	560	A:e
USGS	10126000	2016-01-05	560	A:e
USGS	10126000	2016-01-06	750	A:e
USGS	10126000	2016-01-07	920	A:e
USGS	10126000	2016-01-08	750	A:e
USGS	10126000	2016-01-09	680	A:e
USGS	10126000	2016-01-10	775	A:e
USGS	10126000	2016-01-11	800	A:e
USGS	10126000	2016-01-12	800	A:e
USGS	10126000	2016-01-13	800	A:e
USGS	10126000	2016-01-14	770	A:e
USGS	10126000	2016-01-15	530	A:e
USGS	10126000	2016-01-16	620	A:e
USGS	10126000	2016-01-17	825	A:e
USGS	10126000	2016-01-18	880	A:e
USGS	10126000	2016-01-19	860	A:e
USGS	10126000	2016-01-20	850	A:e
USGS	10126000	2016-01-21	840	A:e
USGS	10126000	2016-01-22	840	A:e
USGS	10126000	2016-01-23	830	A:e
USGS	10126000	2016-01-24	750	A:e
USGS	10126000	2016-01-25	650	A:e
USGS	10126000	2016-01-26	680	A:e
USGS	10126000	2016-01-27	850	A:e
USGS	10126000	2016-01-28	810	A:e
USGS	10126000	2016-01-29	750	A:e
USGS	10126000	2016-01-30	640	A:e
USGS	10126000	2016-01-31	790	A:e
USGS	10126000	2016-02-01	960	A:e
USGS	10126000	2016-02-02	1100	A:e
USGS	10126000	2016-02-03	1000	A:e
USGS	10126000	2016-02-04	900	A:e
USGS	10126000	2016-02-05	820	A:e
USGS	10126000	2016-02-06	1280	A
USGS	10126000	2016-02-07	1690	A
USGS	10126000	2016-02-08	1230	A
USGS	10126000	2016-02-09	1090	A
USGS	10126000	2016-02-10	1250	A
USGS	10126000	2016-02-11	1400	A
USGS	10126000	2016-02-12	1250	A
USGS	10126000	2016-02-13	1220	A
USGS	10126000	2016-02-14	1290	A
USGS	10126000	2016-02-15	1270	A
USGS	10126000	2016-02-16	1220	A
USGS	10126000	2016-02-17	1230	A
USGS	10126000	2016-02-18	1430	A
USGS	10126000	2016-02-19	1700	A
USGS	10126000	2016-02-20	2200	A
USGS	10126000	2016-02-21	2150	A
USGS	10126000	2016-02-22	2030	A
USGS	10126000	2016-02-23	1950	A
USGS	10126000	2016-02-24	1800	A
USGS	10126000	2016-02-25	1690	A
USGS	10126000	2016-02-26	1390	A
USGS	10126000	2016-02-27	1590	A
USGS	10126000	2016-02-28	1640	A
USGS	10126000	2016-02-29	1470	A
USGS	10126000	2016-03-01	1530	A
USGS	10126000	2016-03-02	1780	A
USGS	10126000	2016-03-03	1470	A
USGS	10126000	2016-03-04	1630	A
USGS	10126000	2016-03-05	1650	A
USGS	10126000	2016-03-06	1500	A
USGS	10126000	2016-03-07	1500	A
USGS	10126000	2016-03-08	1760	A
USGS	10126000	2016-03-09	2040	A
USGS	10126000	2016-03-10	1890	A
USGS	10126000	2016-03-11	1670	A
USGS	10126000	2016-03-12	1580	A
USGS	10126000	2016-03-13	1620	A
USGS	10126000	2016-03-14	1730	A
USGS	10126000	2016-03-15	1650	A
USGS	10126000	2016-03-16	1910	A
USGS	10126000	2016-03-17	1980	A
USGS	10126000	2016-03-18	1670	A
USGS	10126000	2016-03-19	1830	A
USGS	10126000	2016-03-20	1630	A
USGS	10126000	2016-03-21	1610	A
USGS	10126000	2016-03-22	1550	A
USGS	10126000	2016-03-23	1340	A
USGS	10126000	2016-03-24	1720	A
USGS	10126000	2016-03-25	1500	A
USGS	10126000	2016-03-26	1580	A
USGS	10126000	2016-03-27	1540	A
USGS	10126000	2016-03-28	1510	A
USGS	10126000	2016-03-29	1840	A
USGS	10126000	2016-03-30	1950	A
USGS	10126000	2016-03-31	2270	A
USGS	10126000	2016-04-01	2510	A
USGS	10126000	2016-04-02	2420	A
USGS	10126000	2016-04-03	2190	A
USGS	10126000	2016-04-04	1990	A
USGS	10126000	2016-04-05	2000	A
USGS	10126000	2016-04-06	1910	A
USGS	10126000	2016-04-07	2300	A
USGS	10126000	2016-04-08	2250	A
USGS	10126000	2016-04-09	2070	A
USGS	10126000	2016-04-10	1930	A
USGS	10126000	2016-04-11	2110	A
USGS	10126000	2016-04-12	2310	A
USGS	10126000	2016-04-13	2520	A
USGS	10126000	2016-04-14	2620	A
USGS	10126000	2016-04-15	2820	A
USGS	10126000	2016-04-16	3270	A
USGS	10126000	2016-04-17	3370	A
USGS	10126000	2016-04-18	3450	A
USGS	10126000	2016-04-19	3220	A
USGS	10126000	2016-04-20	2870	A
USGS	10126000	2016-04-21	2750	A
USGS	10126000	2016-04-22	2680	A
USGS	10126000	2016-04-23	2720	A
USGS	10126000	2016-04-24	2830	A
USGS	10126000	2016-04-25	2970	A
USGS	10126000	2016-04-26	3190	A
USGS	10126000	2016-04-27	3110	A
USGS	10126000	2016-04-28	3060	A
USGS	10126000	2016-04-29	3060	A
USGS	10126000	2016-04-30	2840	A
USGS	10126000	2016-05-01	2640	A
USGS	10126000	2016-05-02	2410	A
USGS	10126000	2016-05-03	1810	A
USGS	10126000	2016-05-04	2020	A
USGS	10126000	2016-05-05	1410	A
USGS	10126000	2016-05-06	1180	A
USGS	10126000	2016-05-07	1330	A
USGS	10126000	2016-05-08	1840	A
USGS	10126000	2016-05-09	2260	A
USGS	10126000	2016-05-10	2330	A
USGS	10126000	2016-05-11	2540	A
USGS	10126000	2016-05-12	2580	A
USGS	10126000	2016-05-13	2400	A
USGS	10126000	2016-05-14	2160	A
USGS	10126000	2016-05-15	2020	A
USGS	10126000	2016-05-16	2030	A
USGS	10126000	2016-05-17	2060	A
USGS	10126000	2016-05-18	2130	A
USGS	10126000	2016-05-19	1990	A
USGS	10126000	2016-05-20	1910	A
USGS	10126000	2016-05-21	2000	A
USGS	10126000	2016-05-22	2300	A
USGS	10126000	2016-05-23	2280	A
USGS	10126000	2016-05-24	2320	A
USGS	10126000	2016-05-25	2190	A
USGS	10126000	2016-05-26	2090	A
USGS	10126000	2016-05-27	2000	A
USGS	10126000	2016-05-28	1970	A
USGS	10126000	2016-05-29	1950	A
USGS	10126000	2016-05-30	1950	A
USGS	10126000	2016-05-31	1850	A
USGS	10126000	2016-06-01	1630	A
USGS	10126000	2016-06-02	1680	A
USGS	10126000	2016-06-03	1790	A
USGS	10126000	2016-06-04	1690	A
USGS	10126000	2016-06-05	1370	A
USGS	10126000	2016-06-06	1050	A
USGS	10126000	2016-06-07	655	A
USGS	10126000	2016-06-08	560	A
USGS	10126000	2016-06-09	834	A
USGS	10126000	2016-06-10	1030	A
USGS	10126000	2016-06-11	799	A
USGS	10126000	2016-06-12	495	A
USGS	10126000	2016-06-13	530	A
USGS	10126000	2016-06-14	746	A
USGS	10126000	2016-06-15	897	A
USGS	10126000	2016-06-16	898	A
USGS	10126000	2016-06-17	797	A
USGS	10126000	2016-06-18	502	A
USGS	10126000	2016-06-19	413	A
USGS	10126000	2016-06-20	232	A
USGS	10126000	2016-06-21	190	A
USGS	10126000	2016-06-22	136	A
USGS	10126000	2016-06-23	116	A
USGS	10126000	2016-06-24	107	A
USGS	10126000	2016-06-25	101	A
USGS	10126000	2016-06-26	98.0	A
USGS	10126000	2016-06-27	97.4	A
USGS	10126000	2016-06-28	96.2	A
USGS	10126000	2016-06-29	98.2	A
USGS	10126000	2016-06-30	98.4	A
USGS	10126000	2016-07-01	100	A
USGS	10126000	2016-07-02	100	A
USGS	10126000	2016-07-03	102	A
USGS	10126000	2016-07-04	104	A
USGS	10126000	2016-07-05	101	A
USGS	10126000	2016-07-06	99.3	A
USGS	10126000	2016-07-07	204	A
USGS	10126000	2016-07-08	307	A
USGS	10126000	2016-07-09	339	A
USGS	10126000	2016-07-10	216	A
USGS	10126000	2016-07-11	195	A
USGS	10126000	2016-07-12	163	A
USGS	10126000	2016-07-13	146	A
USGS	10126000	2016-07-14	140	A
USGS	10126000	2016-07-15	134	A
USGS	10126000	2016-07-16	130	A
USGS	10126000	2016-07-17	123	A
USGS	10126000	2016-07-18	124	A
USGS	10126000	2016-07-19	124	A
USGS	10126000	2016-07-20	123	A
USGS	10126000	2016-07-21	121	A
USGS	10126000	2016-07-22	114	A
USGS	10126000	2016-07-23	106	A
USGS	10126000	2016-07-24	101	A
USGS	10126000	2016-07-25	99.0	A
USGS	10126000	2016-07-26	99.0	A
USGS	10126000	2016-07-27	101	A
USGS	10126000	2016-07-28	102	A
USGS	10126000	2016-07-29	99.5	A
USGS	10126000	2016-07-30	102	A
USGS	10126000	2016-07-31	102	A
USGS	10126000	2016-08-01	101	A
USGS	10126000	2016-08-02	98.3	A
USGS	10126000	2016-08-03	99.0	A
USGS	10126000	2016-08-04	99.4	A
USGS	10126000	2016-08-05	101	A
USGS	10126000	2016-08-06	103	A
USGS	10126000	2016-08-07	107	A
USGS	10126000	2016-08-08	108	A
USGS	10126000	2016-08-09	108	A
USGS	10126000	2016-08-10	105	A
USGS	10126000	2016-08-11	107	A
USGS	10126000	2016-08-12	109	A
USGS	10126000	2016-08-13	107	A
USGS	10126000	2016-08-14	108	A
USGS	10126000	2016-08-15	109	A
USGS	10126000	2016-08-16	109	A
USGS	10126000	2016-08-17	109	A
USGS	10126000	2016-08-18	107	A
USGS	10126000	2016-08-19	106	A
USGS	10126000	2016-08-20	106	A
USGS	10126000	2016-08-21	109	A
USGS	10126000	2016-08-22	112	A
USGS	10126000	2016-08-23	111	A
USGS	10126000	2016-08-24	100	A
USGS	10126000	2016-08-25	104	A
USGS	10126000	2016-08-26	116	A
USGS	10126000	2016-08-27	125	A
USGS	10126000	2016-08-28	137	A
USGS	10126000	2016-08-29	147	A
USGS	10126000	2016-08-30	153	A
USGS	10126000	2016-08-31	156	A
USGS	10126000	2016-09-01	162	A
USGS	10126000	2016-09-02	161	A
USGS	10126000	2016-09-03	150	A
USGS	10126000	2016-09-04	152	A
USGS	10126000	2016-09-05	156	A
USGS	10126000	2016-09-06	153	A
USGS	10126000	2016-09-07	151	A
USGS	10126000	2016-09-08	155	A
USGS	10126000	2016-09-09	155	A
USGS	10126000	2016-09-10	152	A
USGS	10126000	2016-09-11	160	A
USGS	10126000	2016-09-12	167	A
USGS	10126000	2016-09-13	173	A
USGS	10126000	2016-09-14	196	A
USGS	10126000	2016-09-15	252	A
USGS	10126000	2016-09-16	212	A
USGS	10126000	2016-09-17	451	A
USGS	10126000	2016-09-18	552	A
USGS	10126000	2016-09-19	571	A
USGS	10126000	2016-09-20	535	A
USGS	10126000	2016-09-21	303	A
USGS	10126000	2016-09-22	308	A
USGS	10126000	2016-09-23	514	A
USGS	10126000	2016-09-24	1410	A
USGS	10126000	2016-09-25	1770	A
USGS	10126000	2016-09-26	1650	A
USGS	10126000	2016-09-27	1390	A
USGS	10126000	2016-09-28	1130	A
USGS	10126000	2016-09-29	762	A
USGS	10126000	2016-09-30	310	A
USGS	10126000	2016-10-01	198	A
USGS	10126000	2016-10-02	651	A
USGS	10126000	2016-10-03	771	A
USGS	10126000	2016-10-04	432	A
USGS	10126000	2016-10-05	327	A
USGS	10126000	2016-10-06	500	A
USGS	10126000	2016-10-07	551	A
USGS	10126000	2016-10-08	569	A
USGS	10126000	2016-10-09	569	A
USGS	10126000	2016-10-10	621	A
USGS	10126000	2016-10-11	723	A
USGS	10126000	2016-10-12	700	A
USGS	10126000	2016-10-13	664	A
USGS	10126000	2016-10-14	647	A
USGS	10126000	2016-10-15	770	A
USGS	10126000	2016-10-16	997	A
USGS	10126000	2016-10-17	1400	A
USGS	10126000	2016-10-18	1540	A
USGS	10126000	2016-10-19	1580	A
USGS	10126000	2016-10-20	1300	A
USGS	10126000	2016-10-21	910	A
USGS	10126000	2016-10-22	990	A
USGS	10126000	2016-10-23	992	A
USGS	10126000	2016-10-24	955	A
USGS	10126000	2016-10-25	789	A
USGS	10126000	2016-10-26	637	A
USGS	10126000	2016-10-27	764	A
USGS	10126000	2016-10-28	848	A
USGS	10126000	2016-10-29	738	A
USGS	10126000	2016-10-30	727	A
USGS	10126000	2016-10-31	895	A
USGS	10126000	2016-11-01	1110	A
USGS	10126000	2016-11-02	1230	A
USGS	10126000	2016-11-03	1240	A
USGS	10126000	2016-11-04	1180	A
USGS	10126000	2016-11-05	1120	A
USGS	10126000	2016-11-06	1070	A
USGS	10126000	2016-11-07	1060	A
USGS	10126000	2016-11-08	1050	A
USGS	10126000	2016-11-09	1050	A
USGS	10126000	2016-11-10	1010	A
USGS	10126000	2016-11-11	991	A
USGS	10126000	2016-11-12	988	A
USGS	10126000	2016-11-13	853	A
USGS	10126000	2016-11-14	754	A
USGS	10126000	2016-11-15	879	A
USGS	10126000	2016-11-16	944	A
USGS	10126000	2016-11-17	796	A
USGS	10126000	2016-11-18	679	A
USGS	10126000	2016-11-19	735	A
USGS	10126000	2016-11-20	761	A
USGS	10126000	2016-11-21	733	A
USGS	10126000	2016-11-22	762	A
USGS	10126000	2016-11-23	1040	A
USGS	10126000	2016-11-24	985	A
USGS	10126000	2016-11-25	711	A
USGS	10126000	2016-11-26	714	A
USGS	10126000	2016-11-27	887	A
USGS	10126000	2016-11-28	977	A
USGS	10126000	2016-11-29	990	A
USGS	10126000	2016-11-30	1070	A
USGS	10126000	2016-12-01	1020	A
